序号,系统编码,标签版本,是否当前版本,适用文书类型,医院,所属标签包,标签名称,标签CODE,定义/描述,标签英文名,其他名称,来源,来源版本,来源编码,标准名称,标准类型,CDE编号,CDE来源,CReDEs-数据项,CReDEs-值域描述,原映射编码,CReDEs_限定范围,CReDEs_限定范围(英文),CReDEs_值域描述,CReDEs_值域描述(英文),数据类型,文本-长度,数字-长度,数字-精度,数字-单位,日期/时间,枚举-可选内容,枚举-是否多选,,,,
1179,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000372.01.01,东肝,距离脾切除术间隔时间多少年,,SI1114796,,,,,小数,,2,,,,,,,,,
1193,LI0000157,df1e5bf2b4c3fec67aeca72ae51a21390702ed14a2cda71ac35ee45a07f8a271,Yes,手术记录,东肝,治疗与操作,肝门阻断标志,HPO_IND,标识手术经过中是否进行肝门阻断,Hepatic Portal Occlusion Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000602.01.01,东肝,是否肝门阻断,,SI1115030,,,,,枚举,,,,,,0=否;1=是,否,,,,
1195,LI0000158,72a168c005cbcb291897e7baeb51865e38ddfc512cde4dc0febf66a2253633f8,Yes,手术记录,东肝,治疗与操作,肝门阻断类型,HPO_TYPE,手术中实施肝门阻断的具体操作和方法,Type of Hepatic Portal Occlusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000605.01.01,东肝,肝门阻断类型,,SI1115033,,,,,文本,,,,,,,,,,,
1197,LI0000159,282e68274e8b359545dee0ff0afffd2ff12616394865d7b66292f209779a4210,Yes,手术记录,东肝,治疗与操作,肝门阻断次数,HPO_COUNT,手术中实施肝门阻断的次数,Number of Hepatic Portal Occlusions,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000566.01.01,东肝,肝门阻断时间Ⅰ,,SI1114994,,,,,整数,,3,,分,,,,,,,
1200,LI0000159,282e68274e8b359545dee0ff0afffd2ff12616394865d7b66292f209779a4210,Yes,手术记录,东肝,治疗与操作,肝门阻断次数,HPO_COUNT,手术中实施肝门阻断的次数,Number of Hepatic Portal Occlusions,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000567.01.01,东肝,肝门阻断时间Ⅱ,,SI1114995,,,,,整数,,3,,分,,,,,,,
1203,LI0000159,282e68274e8b359545dee0ff0afffd2ff12616394865d7b66292f209779a4210,Yes,手术记录,东肝,治疗与操作,肝门阻断次数,HPO_COUNT,手术中实施肝门阻断的次数,Number of Hepatic Portal Occlusions,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000568.01.01,东肝,肝门阻断时间Ⅲ,,SI1114996,,,,,整数,,3,,分,,,,,,,
1206,LI0000160,5c505db468cad73458976f8f820bd9071e25ca4a9be06c3915821ed78968606c,Yes,手术记录,东肝,治疗与操作,肝门阻断时间,HPO_DURATION,手术中肝门阻断的时间（可能是每次用时，也可能是总时长）,Duration of Hepatic Portal Occlusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000566.01.01,东肝,肝门阻断时间Ⅰ,,SI1114994,,,,,整数,,3,,分,,,,,,,
1209,LI0000160,5c505db468cad73458976f8f820bd9071e25ca4a9be06c3915821ed78968606c,Yes,手术记录,东肝,治疗与操作,肝门阻断时间,HPO_DURATION,手术中肝门阻断的时间（可能是每次用时，也可能是总时长）,Duration of Hepatic Portal Occlusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000567.01.01,东肝,肝门阻断时间Ⅱ,,SI1114995,,,,,整数,,3,,分,,,,,,,
1212,LI0000160,5c505db468cad73458976f8f820bd9071e25ca4a9be06c3915821ed78968606c,Yes,手术记录,东肝,治疗与操作,肝门阻断时间,HPO_DURATION,手术中肝门阻断的时间（可能是每次用时，也可能是总时长）,Duration of Hepatic Portal Occlusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000568.01.01,东肝,肝门阻断时间Ⅲ,,SI1114996,,,,,整数,,3,,分,,,,,,,
1215,LI0000161,e7547bf43ac172d614f056eb2905460714c6c38ccb4ca69cdeaeb8852cf29de8,Yes,手术记录,东肝,治疗与操作,放置腹腔引流管标志,ADT_IND,标识术中是否放置腹腔引流管,Abdominal Drainage Tube Placement Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000604.01.01,东肝,有无放置腹腔引流管,,SI1115032,,,,,枚举,,,,,,0=无;1=有,否,,,,
1217,LI0000162,f57b13812fcdebff83416fa49df48b39bc20a167efc3f2ea4113536b214a5ce6,Yes,手术记录,东肝,治疗与操作,癌栓处理方式,CT_MANAGE,描述对癌栓的处理方法（未处理，切除，吸除）,Cancer Thrombus Management Method,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000577.01.01,东肝,血管癌栓处理,,SI1115005,,,,,枚举,,,,,,0=未处理;1=切除;2=吸除,否,,,,
1220,LI0000163,329bedd8c5a55427d1cfb5d38f8abea17734e329a1e68a774c5be77b490904bb,Yes,"入院记录,检查",东肝,治疗与操作,多期增强扫描分期,MES_STAGE,通过多次增强CT或MRI扫描得出的癌症分期。,Multi-phase Enhanced Scanning Stage,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000442.01.01,东肝,CT检查结果：延迟期是否增强,,SI1114866,,,,,枚举,,,,,,0=否;1=是,否,,,,
1223,LI0000163,329bedd8c5a55427d1cfb5d38f8abea17734e329a1e68a774c5be77b490904bb,Yes,"入院记录,检查",东肝,治疗与操作,多期增强扫描分期,MES_STAGE,通过多次增强CT或MRI扫描得出的癌症分期。,Multi-phase Enhanced Scanning Stage,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000434.01.01,东肝,CT检查结果：静脉期是否增强,,SI1114858,,,,,枚举,,,,,,0=否;1=是,否,,,,
1226,LI0000163,329bedd8c5a55427d1cfb5d38f8abea17734e329a1e68a774c5be77b490904bb,Yes,"入院记录,检查",东肝,治疗与操作,多期增强扫描分期,MES_STAGE,通过多次增强CT或MRI扫描得出的癌症分期。,Multi-phase Enhanced Scanning Stage,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000432.01.01,东肝,CT检查结果：动脉期是否增强,,SI1114856,,,,,枚举,,,,,,0=否;1=是,否,,,,
1229,LI0000163,329bedd8c5a55427d1cfb5d38f8abea17734e329a1e68a774c5be77b490904bb,Yes,"入院记录,检查",东肝,治疗与操作,多期增强扫描分期,MES_STAGE,通过多次增强CT或MRI扫描得出的癌症分期。,Multi-phase Enhanced Scanning Stage,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000436.01.01,东肝,CT检查结果：平扫期是否增强,,SI1114860,,,,,枚举,,,,,,0=否;1=是,否,,,,
1232,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000598.01.01,东肝,TACE（肝动脉插管化疗栓塞术）术的手术记录,,SI1115026,,,,,枚举,,,,,,0=否;1=是,否,,,,
1235,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000595.01.01,东肝,PMCT（经皮微波凝固治疗）术的手术记录,,SI1115023,,,,,枚举,,,,,,0=否;1=是,否,,,,
1238,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.99.0000070.01.01,上海医联,检查方式,,SI1102619,,,,,枚举,,,,,,1=胃镜;2=上消化道钡餐;3=术中所见,否,,,,
1242,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000597.01.01,东肝,PVE（门静脉栓塞术）术的手术记录,,SI1115025,,,,,枚举,,,,,,0=否;1=是,否,,,,
1245,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000596.01.01,东肝,PRFA（经皮射频消融术）术手的手术记录。,,SI1115024,,,,,枚举,,,,,,0=否;1=是,否,,,,
1248,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000594.01.01,东肝,PEIT（经皮乙醇注射治疗）术的手术记录,,SI1115022,,,,,枚举,,,,,,0=否;1=是,否,,,,
1252,LI0000166,febd8c41743e1b9d9093753545d267ad9ef4984e307430b2cce9c7a3e9d6e84e,Yes,手术记录,"东肝,九院",检查与检测,出血量,BLEED_VOLUME,描述出血的量，通常需要指定单位（如毫升）。,Volume of Bleeding,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000572.01.01,东肝,术中出血量,,SI1115000,,,,,小数,,6,2,ml,,,,,,,
1260,LI0000167,2227f30a74fcb2ca57de75c58ee536904c99e6ace1627f7581d1438f6f9e4c3e,Yes,"日常病程,手术记录",东肝,检查与检测,输血标志,TRANSFUSION_IND,标识是否进行过输血。,Blood Transfusion Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.03.11.0000005.01.01,卫健委;九院;东肝,输血史,患者既往输血史的详细描述,SI1107109,,,,,文本,1000,,,,,,,,,,
1264,LI0000167,2227f30a74fcb2ca57de75c58ee536904c99e6ace1627f7581d1438f6f9e4c3e,Yes,"日常病程,手术记录",东肝,检查与检测,输血标志,TRANSFUSION_IND,标识是否进行过输血。,Blood Transfusion Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000573.01.01,东肝,术中输血,,SI1115001,,,,,枚举,,,,,,0=否;1=是,否,,,,
1275,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000574.01.01,东肝,术中输血_红细胞悬液,,SI1115002,,,,,小数,,6,2,ml,,,,,,,
1279,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000575.01.01,东肝,术中输血_血浆,,SI1115003,,,,,小数,,6,2,ml,,,,,,,
1283,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000570.01.01,东肝,术后输血_红细胞悬液,,SI1114998,,,,,小数,,6,2,ml,,,,,,,
1286,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000573.01.01,东肝,术中输血,,SI1115001,,,,,枚举,,,,,,0=否;1=是,否,,,,
1291,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000571.01.01,东肝,术后输血_血浆,,SI1114999,,,,,小数,,6,2,ml,,,,,,,
1294,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,记录输血的总量。,Volume of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000571.01.01,东肝,术后输血_血浆,,SI1114999,,,,,小数,,6,2,ml,,,,,,,
1297,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,记录输血的总量。,Volume of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000570.01.01,东肝,术后输血_红细胞悬液,,SI1114998,,,,,小数,,6,2,ml,,,,,,,
1300,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,记录输血的总量。,Volume of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000574.01.01,东肝,术中输血_红细胞悬液,,SI1115002,,,,,小数,,6,2,ml,,,,,,,
1304,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,记录输血的总量。,Volume of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000573.01.01,东肝,术中输血,,SI1115001,,,,,枚举,,,,,,0=否;1=是,否,,,,
1309,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,记录输血的总量。,Volume of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000575.01.01,东肝,术中输血_血浆,,SI1115003,,,,,小数,,6,2,ml,,,,,,,
1313,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,记录输血的总量。,Volume of Blood Transfusion,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0000539.01.01,卫健委,输血量（mL）,输人红细胞、血小板、血浆、全血等的数量， 计量单位为mL,SI1103849,,,,,小数,,4,,mL,,,,,,,
1340,LI0000184,1dffe1041c9bfa447b95348ec0eaa6fbba1a300a6ba33e37b29476be98fa8484,Yes,入院记录,东肝,健康问题与诊断,复发时间,TTR,指患者在接受根治性治疗（如手术、放化疗）后，疾病重新出现的时间间隔。通常从治疗结束或手术之日算起，到影像学、病理或临床检查确认复发为止。,Time to Recurrence,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000341.01.01,东肝,术后复发时间,,SI1114765,,,,,日期/时间,,,,,yyyy-MM-dd,,,,,,
1342,LI0000185,c47e76c14e39851b5a23edea24d8c3bc87b969965564d69a87d2e4149bc70ed4,Yes,入院记录,东肝,治疗与操作,降糖治疗,GC,指通过药物（如胰岛素、口服降糖药）、饮食管理、运动和血糖监测等手段，将糖尿病或高血糖患者的血糖水平维持在目标范围内，以预防急性并发症（如酮症酸中毒）和慢性并发症（如视网膜病变、肾病、神经病变）的综合治疗措施。,Glycemic Control,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000563.01.01,东肝,糖尿病治疗方式,,SI1114991,,,,,枚举,,,,,,0=未吃药仅饮食控制;1=口服降糖药;2=胰岛素,否,,,,
1349,LI0000195,8757d8789744a3d86ba3ea64ab58dbaf5bde8b3a86a39358223f7ea7c6e0df75,Yes,"日常病程,物理检查,现病史,手术记录,检查,病理检查","东肝,九院,胸科",解剖与病理信息,主要病变,PRIMARY_LESION,描述探查中发现的主要病变,Primary Lesion,解剖学部位、主要病灶、病灶类型,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000426.01.01,UDE,病理诊断,,SI1120503,,,,,文本,11,,,,,,,,,,
1372,LI0000197,27180ecfdfed38063c8d4a09c631fc459229bba77d1ec6db50240afd9fb1ef23,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,药品名称,DRUG_NAME,用于识别一种特定药物的正式或通用名称。,Drug Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000387.01.01,东肝,术中中人氟安化疗有无其他药物,,SI1114811,,,,,布尔,,,,,,,,,,,
1384,LI0000197,27180ecfdfed38063c8d4a09c631fc459229bba77d1ec6db50240afd9fb1ef23,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,药品名称,DRUG_NAME,用于识别一种特定药物的正式或通用名称。,Drug Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000386.01.01,东肝,术中中人氟安化疗其他药物,,SI1114810,,,,,文本,100,,,,,,,,,,
1398,LI0000197,27180ecfdfed38063c8d4a09c631fc459229bba77d1ec6db50240afd9fb1ef23,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,药品名称,DRUG_NAME,用于识别一种特定药物的正式或通用名称。,Drug Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000576.01.01,东肝,术中中人氟安化疗,,SI1115004,,,,,枚举,,,,,,0=无;1=有,否,,,,
1402,LI0000197,27180ecfdfed38063c8d4a09c631fc459229bba77d1ec6db50240afd9fb1ef23,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,药品名称,DRUG_NAME,用于识别一种特定药物的正式或通用名称。,Drug Name,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000558.01.01,东肝,抗病毒治疗,,SI1114986,,,,,枚举,,,,,,0=否;1=拉米夫定;2=阿德福韦;3=替比夫定;4=恩替卡韦;5=拉米夫定+阿德福韦;6=干扰素;7=无法区分药物种类;8=替诺福韦,否,,,,
1405,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.00.0000814.01.01,上海东方肝胆医院院级临床研究数据集,门脉癌栓位置,,SI1121961,,,,,枚举,,,,,,0=无;2=左支;3=右支;4=主干,是,,,,
1414,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000504.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_出血（术后腹腔）,,SI1122480,,,,,枚举,,,,,,0=无;1=有,否,,,,
1418,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000491.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_气胸,,SI1122467,,,,,枚举,,,,,,0=无;1=有,否,,,,
1422,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000503.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_胆管炎,,SI1122479,,,,,枚举,,,,,,0=无;1=有,否,,,,
1426,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000496.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_吻合口漏,,SI1122472,,,,,枚举,,,,,,0=无;1=有,否,,,,
1430,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001524.01.01,卫健委;东肝;东肝,腹水标志,标识个体是否曾经出现腹水体征,SI1109106,,,,,布尔,,,,,,,,,,,
1445,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000507.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肺炎,,SI1122483,,,,,枚举,,,,,,0=无;1=有,否,,,,
1449,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001122.01.01,中山七院,手术后肠梗阻,,SI1106821,,,,,枚举,,,,,,是;否,否,,,,
1454,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000494.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肠穿孔,,SI1122470,,,,,枚举,,,,,,0=无;1=有,否,,,,
1458,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000490.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_脓毒症,,SI1122466,,,,,枚举,,,,,,0=无;1=有,否,,,,
1462,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000516.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_骨盆脓肿,,SI1122492,,,,,枚举,,,,,,0=无;1=有,否,,,,
1466,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000500.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_胆管梗阻,,SI1122476,,,,,枚举,,,,,,0=无;1=有,否,,,,
1470,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000515.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_门脉栓塞,,SI1122491,,,,,枚举,,,,,,0=无;1=有,否,,,,
1474,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000492.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肺栓塞,,SI1122468,,,,,枚举,,,,,,0=无;1=有,否,,,,
1478,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000511.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肝衰竭,,SI1122487,,,,,枚举,,,,,,0=无;1=有,否,,,,
1482,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000499.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_呼吸功能不全,,SI1122475,,,,,枚举,,,,,,0=无;1=有,否,,,,
1486,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000506.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_胸腔积液,,SI1122482,,,,,枚举,,,,,,0=无;1=有,否,,,,
1490,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001521.01.01,卫健委,手术后其它并发症,标识患者实施手术操作后有无并发症发生的类别,SI1109011,,,,,枚举,,,,,,是;否,否,,,,
